"episodes_episode_description","episodes_scenes_characters_married_to","episodes_scenes_characters_sex_type","episodes_episode_air_date","episodes_scenes_characters_title","episodes_scenes_characters_married_type","episodes_scenes_characters_name","episodes_season_num","episodes_scenes_characters_weapon_action","episodes_episode_num","episodes_scenes_alt_location","episodes_opening_sequence_locations","episodes_scenes_scene_start","episodes_scenes_characters_sex_with","episodes_scenes_sub_location","episodes_scenes_characters_married_when","episodes_scenes_characters_manner_of_death","episodes_scenes_characters_killed_by","episodes_episode_title","episodes_scenes_characters_weapon_name","episodes_scenes_characters_sex_when","episodes_scenes_location","episodes_episode_link","episodes_scenes_scene_end"
NULL,NULL,NULL,NULL,NULL,NULL,"Tobho Mott",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Gendry",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hot Pie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lommy Greenhands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Arya makes friends with Gendry. Tyrion tries to take control of the small council. Theon arrives at his home\, Pyke\, in order to persuade his father into helping Robb with the war. Jon tries to investigate Craster's secret.",NULL,"fun","2012-04-08","Hand",NULL,"Arya Stark",2,"has",2,NULL,"King's Landing","0:01:55","Captain's Daughter","The Kingsroad",NULL,"Decapitation",NULL,"The Night Lands","Needle","present","The Riverlands","/title/tt2069318/","0:02:08"
NULL,NULL,"fun",NULL,"Hand",NULL,"Arya Stark",NULL,"has",NULL,NULL,"Dragonstone","0:02:08","Theon Greyjoy","The Kingsroad",NULL,NULL,NULL,NULL,"Needle","present","The Riverlands",NULL,"0:03:33"
NULL,NULL,"paid",NULL,"Hand",NULL,"Jaqen H'ghar",NULL,"has",NULL,NULL,"Pyke","0:03:33","Armeca","The Kingsroad",NULL,NULL,NULL,NULL,"Needle","future","The Riverlands",NULL,"0:05:46"
NULL,NULL,"paid",NULL,"Khaleesi",NULL,"Rorge",NULL,"has",NULL,NULL,"Winterfell","0:05:46","Brothel Customer","King's Landing",NULL,NULL,NULL,NULL,"Longclaw","future","The Crownlands",NULL,"0:08:16"
NULL,NULL,"ambition",NULL,"Hand",NULL,"Biter",NULL,"has",NULL,NULL,"The Wall","0:08:16","Melisandre","King's Landing",NULL,NULL,NULL,NULL,"Needle","present","The Crownlands",NULL,"0:09:05"
NULL,NULL,"ambition",NULL,"Hand",NULL,"Gendry",NULL,"has",NULL,NULL,"Vaes Dothrak","0:09:05","Stannis Baratheon","King's Landing",NULL,NULL,NULL,NULL,"Needle","present","The Crownlands",NULL,"0:10:22"
NULL,NULL,NULL,NULL,"Hand",NULL,"Arya Stark",NULL,"has",NULL,NULL,NULL,"0:10:22",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,"Longclaw",NULL,"North of the Wall",NULL,"0:11:51"
NULL,NULL,NULL,NULL,"King",NULL,"Gendry",NULL,"has",NULL,NULL,NULL,"0:11:51",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,"Longclaw",NULL,"North of the Wall",NULL,"0:12:37"
NULL,NULL,NULL,NULL,"Hand",NULL,"Yoren",NULL,NULL,NULL,NULL,NULL,"0:12:37",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:14:40"
NULL,NULL,NULL,NULL,"King",NULL,"Goldcloak",NULL,NULL,NULL,NULL,NULL,"0:14:40",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Red Waste",NULL,"0:17:31"
NULL,NULL,NULL,NULL,"King",NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:17:31",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Sunset Sea",NULL,"0:17:54"
NULL,NULL,NULL,NULL,NULL,NULL,"Shae",NULL,NULL,NULL,NULL,NULL,"0:17:54",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Sunset Sea",NULL,"0:19:53"
NULL,NULL,NULL,NULL,NULL,NULL,"Lord Varys",NULL,NULL,NULL,NULL,NULL,"0:19:53",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:20:48"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:20:48",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:24:17"
NULL,NULL,NULL,NULL,NULL,NULL,"Alton Lannister",NULL,NULL,NULL,NULL,NULL,"0:24:17",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:24:32"
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:24:32",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:27:32"
NULL,NULL,NULL,NULL,NULL,NULL,"Grand Maester Pycelle",NULL,NULL,NULL,NULL,NULL,"0:27:32",NULL,"Lordsport",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:28:03"
NULL,NULL,NULL,NULL,NULL,NULL,"Lord Varys",NULL,NULL,NULL,NULL,NULL,"0:28:03",NULL,"Lordsport",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:29:31"
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,"0:29:31",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:31:59"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:31:59",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:33:18"
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:33:18",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:33:53"
NULL,NULL,NULL,NULL,NULL,NULL,"Grand Maester Pycelle",NULL,NULL,NULL,NULL,NULL,"0:33:53",NULL,"Dragonstone",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:35:01"
NULL,NULL,NULL,NULL,NULL,NULL,"Lord Varys",NULL,NULL,NULL,NULL,NULL,"0:35:01",NULL,"Dragonstone",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:37:47"
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,"0:37:47",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:39:12"
NULL,NULL,NULL,NULL,NULL,NULL,"Janos Slynt",NULL,NULL,NULL,NULL,NULL,"0:39:12",NULL,"Dragonstone",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:42:24"
NULL,NULL,NULL,NULL,NULL,NULL,"Samwell Tarly",NULL,NULL,NULL,NULL,NULL,"0:42:24",NULL,"Dragonstone",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:43:32"
NULL,NULL,NULL,NULL,NULL,NULL,"Grenn",NULL,NULL,NULL,NULL,NULL,"0:43:32",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:46:03"
NULL,NULL,NULL,NULL,NULL,NULL,"Eddison Tollett",NULL,NULL,NULL,NULL,NULL,"0:46:03",NULL,"Craster's Keep",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:47:16"
NULL,NULL,NULL,NULL,NULL,NULL,"Samwell Tarly",NULL,NULL,NULL,NULL,NULL,"0:47:16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:49:57"
NULL,NULL,NULL,NULL,NULL,NULL,"Gilly",NULL,NULL,NULL,NULL,NULL,"0:49:57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:51:39"
NULL,NULL,NULL,NULL,NULL,NULL,"Ghost",NULL,NULL,NULL,NULL,NULL,"0:51:39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"North of the Wall",NULL,"0:52:09"
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Samwell Tarly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Gilly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jorah Mormont",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Irri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Doreah",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rakharo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Captain's Daughter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Brothel Customer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Armeca",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Petyr Baelish",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ros",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Podrick Payne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Janos Slynt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Janos Slynt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bronn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bronn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Gendry",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Hot Pie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lommy Greenhands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Gendry",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lordsport Dockhand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Yara Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Yara Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Balon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Balon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Yara Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Davos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Matthos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Salladhor Saan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Davos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Matthos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Davos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Matthos Seaworth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Stannis Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Melisandre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Stannis Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Melisandre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Craster",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"White Walker",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Craster",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Tyrion tries to see who he can trust in the small council. Catelyn visits Renly to try and persuade him to join Robb in the war. Theon must decide if his loyalties lie with his own family or with Robb.","Margaery Tyrell","love","2012-04-15","King","arranged","Craster",2,"gives",3,"Renly Baratheon's Camp","King's Landing","0:01:53","Loras Tyrell","Craster's Keep","past","Back stab","Amory Lorch","What Is Dead May Never Die","Longclaw","present","North of the Wall","/title/tt2070135/","0:02:30"
NULL,"Renly Baratheon","love",NULL,"King","arranged","Jeor Mormont",NULL,"receives",NULL,"Renly Baratheon's Camp","Dragonstone","0:02:30","Renly Baratheon","Craster's Keep","past","Neck stab","Polliver",NULL,"Longclaw","present","North of the Wall",NULL,"0:04:24"
NULL,NULL,"paid",NULL,"King",NULL,"Jon Snow",NULL,"gives",NULL,"Renly Baratheon's Camp","Pyke","0:04:24","Daisy","Craster's Keep",NULL,NULL,NULL,NULL,"Longclaw","past","North of the Wall",NULL,"0:05:53"
NULL,NULL,"paid",NULL,"Hand",NULL,"Jeor Mormont",NULL,"receives",NULL,"Renly Baratheon's Camp","Winterfell","0:05:53","Grand Maester Pycelle","Winterfell",NULL,NULL,NULL,NULL,"Longclaw","past","The North",NULL,"0:06:11"
NULL,NULL,NULL,NULL,"Hand",NULL,"Samwell Tarly",NULL,"has",NULL,"Renly Baratheon's Camp","The Wall","0:06:11",NULL,"Winterfell",NULL,NULL,NULL,NULL,"Needle",NULL,"The North",NULL,"0:06:44"
NULL,NULL,NULL,NULL,"Hand",NULL,"Jon Snow",NULL,"has",NULL,NULL,"Vaes Dothrak","0:06:44",NULL,"Winterfell",NULL,NULL,NULL,NULL,"Needle",NULL,"The North",NULL,"0:09:16"
NULL,NULL,NULL,NULL,"Hand",NULL,"Samwell Tarly",NULL,"has",NULL,NULL,NULL,"0:09:16",NULL,"Storm's End",NULL,NULL,NULL,NULL,"Needle",NULL,"The Stormlands",NULL,"0:13:24"
NULL,NULL,NULL,NULL,"King",NULL,"Gilly",NULL,"loses",NULL,NULL,NULL,"0:13:24",NULL,"Storm's End",NULL,NULL,NULL,NULL,"Needle",NULL,"The Stormlands",NULL,"0:14:19"
NULL,NULL,NULL,NULL,"King",NULL,"Hodor",NULL,"has",NULL,NULL,NULL,"0:14:19",NULL,"Storm's End",NULL,NULL,NULL,NULL,"Needle",NULL,"The Stormlands",NULL,"0:14:45"
NULL,NULL,NULL,NULL,"Hand",NULL,"Maester Luwin",NULL,NULL,NULL,NULL,NULL,"0:14:45",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:18:40"
NULL,NULL,NULL,NULL,"King",NULL,"Hodor",NULL,NULL,NULL,NULL,NULL,"0:18:40",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:19:03"
NULL,NULL,NULL,NULL,"Hand",NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,"0:19:03",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:20:43"
NULL,NULL,NULL,NULL,"Hand",NULL,"Summer",NULL,NULL,NULL,NULL,NULL,"0:20:43",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:22:11"
NULL,NULL,NULL,NULL,"Hand",NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,"0:22:11",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:24:24"
NULL,NULL,NULL,NULL,NULL,NULL,"Maester Luwin",NULL,NULL,NULL,NULL,NULL,"0:24:24",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:25:43"
NULL,NULL,NULL,NULL,NULL,NULL,"Renly Baratheon",NULL,NULL,NULL,NULL,NULL,"0:25:43",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:26:24"
NULL,NULL,NULL,NULL,NULL,NULL,"Margaery Tyrell",NULL,NULL,NULL,NULL,NULL,"0:26:24",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:28:21"
NULL,NULL,NULL,NULL,NULL,NULL,"Brienne of Tarth",NULL,NULL,NULL,NULL,NULL,"0:28:21",NULL,"Storm's End",NULL,NULL,NULL,NULL,NULL,NULL,"The Stormlands",NULL,"0:30:26"
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,"0:30:26",NULL,"Storm's End",NULL,NULL,NULL,NULL,NULL,NULL,"The Stormlands",NULL,"0:33:39"
NULL,NULL,NULL,NULL,NULL,NULL,"Loras Tyrell",NULL,NULL,NULL,NULL,NULL,"0:33:39",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:35:01"
NULL,NULL,NULL,NULL,NULL,NULL,"Colen of Greenpools",NULL,NULL,NULL,NULL,NULL,"0:35:01",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:35:37"
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,"0:35:37",NULL,"Pyke",NULL,NULL,NULL,NULL,NULL,NULL,"The Iron Islands",NULL,"0:36:58"
NULL,NULL,NULL,NULL,NULL,NULL,"Renly Baratheon",NULL,NULL,NULL,NULL,NULL,"0:36:58",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:38:12"
NULL,NULL,NULL,NULL,NULL,NULL,"Brienne of Tarth",NULL,NULL,NULL,NULL,NULL,"0:38:12",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:40:20"
NULL,NULL,NULL,NULL,NULL,NULL,"Gerard",NULL,NULL,NULL,NULL,NULL,"0:40:20",NULL,"King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The Crownlands",NULL,"0:42:11"
NULL,NULL,NULL,NULL,NULL,NULL,"Brienne of Tarth",NULL,NULL,NULL,NULL,NULL,"0:42:11",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:46:28"
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,"0:46:28",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:47:01"
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,"0:47:01",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:48:33"
NULL,NULL,NULL,NULL,NULL,NULL,"Yara Greyjoy",NULL,NULL,NULL,NULL,NULL,"0:48:33",NULL,"The Kingsroad",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:50:32"
